"productId","title","collection","adminUrl","upload","megabytes"
"352702796","Monograma NIMBUS | Camiseta Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352702796","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352702796-vitrine-nimbus.jpg","0.66"
"352702858","Fé Acima de Tudo | Camiseta Oversized Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352702858","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352702858-vitrine-nimbus.jpg","0.69"
"352703153","Fé Acima de Tudo | Camiseta Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352703153","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352703153-vitrine-nimbus.jpg","0.65"
"352703276","Deus é Fiel | Camiseta Oversized Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352703276","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352703276-vitrine-nimbus.jpg","0.69"
"352703343","Deus é Fiel | Camiseta Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352703343","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352703343-vitrine-nimbus.jpg","0.82"
"352717723","Brasão NIMBUS | Camiseta Oversized Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352717723","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352717723-vitrine-nimbus.jpg","0.75"
"352717837","Brasão NIMBUS | Camiseta Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352717837","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352717837-vitrine-nimbus.jpg","0.81"
"352717960","Azulejo Sagrado | Blusão Moletom","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352717960","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352717960-vitrine-nimbus.jpg","0.75"
"352718083","Azulejo Sagrado | Moletom Canguru","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352718083","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352718083-vitrine-nimbus.jpg","0.75"
"352718275","Azulejo Sagrado | Camiseta Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352718275","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352718275-vitrine-nimbus.jpg","0.87"
"352718787","São Jorge Neobarroco | Moletom Canguru","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352718787","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352718787-vitrine-nimbus.jpg","0.8"
"352718943","São Jorge Neobarroco | Camiseta Oversized Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352718943","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352718943-vitrine-nimbus.jpg","0.86"
"352718999","São Jorge Neobarroco | Camiseta Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352718999","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352718999-vitrine-nimbus.jpg","0.74"
"352719728","Aparecida Barroca | Blusão Moletom","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352719728","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352719728-vitrine-nimbus.jpg","0.74"
"352719816","Aparecida Barroca | Moletom Canguru","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352719816","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352719816-vitrine-nimbus.jpg","0.83"
"352720127","Aparecida Barroca | Camiseta Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352720127","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352720127-vitrine-nimbus.jpg","0.88"
"352720257","Acima de Tudo Gótico | Camiseta Oversized Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352720257","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352720257-vitrine-nimbus.jpg","0.81"
"352721118","Fé Wildstyle | Camiseta Oversized Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352721118","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352721118-vitrine-nimbus.jpg","0.74"
"352721197","Fé Wildstyle | Camiseta Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352721197","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352721197-vitrine-nimbus.jpg","0.74"
"352721477","Espírito Santo Spray | Camiseta Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352721477","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352721477-vitrine-nimbus.jpg","0.59"
"352721633","NIMBUS Wildstyle | Camiseta Oversized Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352721633","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352721633-vitrine-nimbus.jpg","0.69"
"352722232","Sagrado Coração Spray | Camiseta Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352722232","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352722232-vitrine-nimbus.jpg","0.72"
"352722510","São Miguel Celeste | Blusão Moletom","NUVEM","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352722510","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352722510-vitrine-nimbus.jpg","0.51"
"352722685","São Miguel Celeste | Moletom Canguru","NUVEM","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352722685","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352722685-vitrine-nimbus.jpg","0.5"
"352723243","São Miguel Celeste | Camiseta Premium","NUVEM","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352723243","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352723243-vitrine-nimbus.jpg","0.41"
"352725749","Querubim Spray | Camiseta Oversized Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352725749","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352725749-vitrine-nimbus.jpg","0.72"
"352725852","Querubim Spray | Camiseta Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352725852","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352725852-vitrine-nimbus.jpg","0.58"
"352726673","São Miguel Vitorioso | Moletom Canguru","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352726673","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352726673-vitrine-nimbus.jpg","0.61"
"352727545","São Miguel Vitorioso | Camiseta Oversized Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352727545","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352727545-vitrine-nimbus.jpg","0.68"
"352727892","Aparecida Spray | Blusão Moletom","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352727892","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352727892-vitrine-nimbus.jpg","0.94"
"352728019","Aparecida Spray | Camiseta Oversized Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352728019","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352728019-vitrine-nimbus.jpg","0.7"
"352728277","Anjo da Guarda Stencil | Camiseta Oversized Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352728277","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352728277-vitrine-nimbus.jpg","0.74"
"352728357","Anjo da Guarda Stencil | Camiseta Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352728357","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352728357-vitrine-nimbus.jpg","0.58"
"352728451","Acima de Tudo Grafite | Camiseta Oversized Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352728451","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352728451-vitrine-nimbus.jpg","0.67"
"352728524","Acima de Tudo Grafite | Camiseta Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352728524","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352728524-vitrine-nimbus.jpg","0.76"
"352889132","Aparecida Spray | Camiseta Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352889132","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352889132-vitrine-nimbus.jpg","0.81"
"352890896","Aparecida Barroca | Camiseta Oversized Premium","RELIQUIA","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352890896","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352890896-vitrine-nimbus.jpg","0.83"
"352898175","São Miguel Vitorioso | Camiseta Premium","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/352898175","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\352898175-vitrine-nimbus.jpg","0.74"
"355581274","NIMBUS Wildstyle | Ecobag","STREET","https://nimbus40.lojavirtualnuvem.com.br/admin/products/355581274","C:\Users\rober\Nimbus\nuvemshop\assets\product-lifestyle\2026-07-16\uploads\355581274-vitrine-nimbus.jpg","0.76"
